CustomerID,Age,City,SignupDate,CustomerSegment
101451,32,Mashhad,29-10-2023,New
101452,19,Mashhad,13-09-2023,New
101453,20,Isfahan,17-04-2025,Regular
101454,29,Tehran,20-12-2023,Regular
101455,45,Tabriz,23-07-2024,VIP
101456,,Karaj,25-12-2024,Regular
101457,65,Isfahan,01-07-2023,Regular
101458,39,Karaj,10-10-2025,VIP
101459,30,Shiraz,02-07-2023,Regular
101460,42,Karaj,22-12-2025,New
101461,55,Tehran,31-10-2023,New
101462,33,Karaj,01-04-2024,Regular
101463,20,Karaj,05-10-2023,Regular
101464,20,Tehran,13-08-2024,VIP
101465,58,Shiraz,01-01-2023,New
101466,23,Ahvaz,06-07-2023,New
101467,48,Tehran,22-07-2024,Regular
101468,36,Karaj,29-01-2025,Regular
101469,55,Kerman,20-11-2025,Regular
101470,20,Ahvaz,05-07-2025,New
101471,61,Mashhad,06-10-2025,Regular
101472,51,Tabriz,24-05-2025,Regular
101473,39,Kerman,30-04-2025,VIP
101474,27,Shiraz,14-01-2024,New
101475,64,Tehran,17-09-2025,Regular
101476,32,Tehran,20-11-2025,New
101477,41,Qom,16-07-2024,Regular
101478,36,Isfahan,12-05-2023,New
101479,29,Tehran,16-02-2023,VIP
101480,37,Mashhad,24-06-2024,New
101481,25,Karaj,26-11-2024,Regular
101482,18,Isfahan,30-08-2024,Regular
101483,31,Ahvaz,08-09-2025,New
101484,23,Karaj,10-08-2024,New
101485,37,Kerman,24-12-2024,Regular
101486,59,Ahvaz,09-04-2025,Regular
101487,25,Tehran,06-09-2025,Regular
101488,18,Tabriz,29-10-2024,Regular
101489,23,Tehran,02-09-2024,New
101490,42,Kerman,26-03-2023,VIP
101491,31,Tehran,04-12-2024,New
101492,41,Tabriz,16-07-2023,Regular
101493,19,Ahvaz,08-02-2024,VIP
101494,33,Tehran,05-08-2024,VIP
101495,37,Ahvaz,01-04-2023,New
101496,38,Tehran,30-01-2025,New
101497,44,Isfahan,04-11-2023,Regular
101498,55,Isfahan,17-07-2024,New
101499,40,Mashhad,19-01-2024,Regular
101500,58,Shiraz,25-01-2024,Regular
101501,43,Rasht,07-03-2024,New
101502,30,Mashhad,25-02-2023,Regular
101503,28,Shiraz,02-08-2023,Regular
101504,33,Ahvaz,10-05-2025,Regular
101505,46,Karaj,14-05-2023,Regular
101506,,Tehran,28-06-2024,New
101507,61,Rasht,03-06-2023,Regular
101508,41,Tehran,12-08-2024,Regular
101509,59,Shiraz,05-12-2024,Regular
101510,50,Shiraz,28-05-2024,Regular
101511,34,Qom,24-04-2025,VIP
101512,28,Tehran,18-10-2023,Regular
101513,53,Tehran,02-09-2024,Regular
101514,33,Karaj,30-10-2023,New
101515,29,Tehran,11-07-2024,Regular
101516,62,Isfahan,11-03-2023,Regular
101517,41,Karaj,22-10-2023,Regular
101518,20,Tabriz,13-02-2025,Regular
101519,41,Tehran,01-05-2025,New
101520,40,Mashhad,25-10-2023,Regular
101521,59,Kerman,10-10-2023,Regular
101522,52,Isfahan,23-11-2023,VIP
101523,27,,02-11-2023,Regular
101524,25,Tehran,23-12-2025,VIP
101525,46,Mashhad,13-12-2024,Regular
101526,20,Kerman,27-02-2024,Regular
101527,33,Mashhad,20-05-2024,Regular
101528,24,Tehran,13-07-2024,Regular
101529,18,Shiraz,28-08-2024,Regular
101530,62,Tehran,28-02-2024,Regular
101531,22,Tehran,02-12-2025,VIP
101532,18,Kerman,14-11-2023,New
101533,62,Karaj,12-04-2024,Regular
101534,27,Tehran,07-01-2023,New
101535,57,Isfahan,22-06-2024,Regular
101536,19,Tehran,25-07-2025,New
101537,25,Tehran,28-12-2025,New
101538,23,Shiraz,02-06-2024,Regular
101539,51,Isfahan,02-06-2023,New
101540,47,Karaj,27-02-2025,New
101541,40,Rasht,02-12-2024,Regular
101542,29,Tehran,15-11-2025,New
101543,22,Rasht,07-07-2024,New
101544,45,Shiraz,04-01-2023,New
101545,29,Tehran,13-09-2025,New
101546,46,Ahvaz,09-01-2025,New
101547,50,Tehran,26-05-2025,VIP
101548,58,Shiraz,10-05-2023,Regular
101549,41,tehran,15-05-2024,Regular
101550,18,Tehran,16-05-2024,Regular
101551,31,Ahvaz,21-10-2023,New
101552,58,Tehran,16-07-2025,Regular
101553,43,Ahvaz,25-07-2023,VIP
101554,47,Tehran,20-03-2023,New
101555,39,Tehran,14-09-2023,New
101556,25,Mashhad,19-12-2025,Regular
101557,61,Ahvaz,05-05-2023,New
101558,55,Tehran,28-09-2024,New
101559,65,Ahvaz,20-07-2023,Regular
101560,59,Tehran,08-03-2024,Regular
101561,31,Isfahan,27-08-2024,New
101562,30,Mashhad,22-01-2023,Regular
101563,29,Tehran,22-09-2023,New
101564,62,Rasht,04-10-2024,New
101565,44,Isfahan,16-01-2023,Regular
101566,39,Karaj,25-06-2024,Regular
101567,64,Shiraz,22-10-2024,Regular
101568,46,Isfahan,24-08-2023,Regular
101569,61,Tabriz,27-06-2023,Regular
101570,65,Rasht,21-06-2024,Regular
101571,21,Karaj,25-02-2025,Regular
101572,35,,15-01-2023,Regular
101573,53,Tabriz,05-01-2024,Regular
101574,57,Tabriz,30-12-2025,New
101575,25,Isfahan,03-01-2024,Regular
101576,33,Tabriz,30-12-2023,New
101577,44,Isfahan,18-03-2025,Regular
101578,56,Karaj,09-06-2024,Regular
101579,23,Kerman,04-03-2024,Regular
101580,46,Kerman,09-05-2025,New
101581,32,Qom,03-02-2023,Regular
101582,28,Tabriz,19-02-2025,Regular
101583,42,Karaj,21-02-2024,VIP
101584,37,Tehran,30-08-2025,Regular
101585,48,Isfahan,04-03-2025,New
101586,33,Tehran,27-10-2025,Regular
101587,57,Tehran,21-05-2023,Regular
101588,21,Kerman,27-07-2023,New
101589,59,tehran,15-09-2025,Regular
101590,19,Shiraz,03-03-2024,Regular
101591,53,Tehran,12-06-2025,Regular
101592,34,Karaj,22-01-2025,Regular
101593,36,Isfahan,01-07-2024,New
101594,18,Qom,19-02-2023,Regular
101595,51,Kerman,22-03-2023,Regular
101596,25,Mashhad,24-02-2025,New
101597,49,Tehran,17-04-2023,Regular
101598,52,Tehran,06-01-2023,Regular
101599,58,Tehran,29-08-2023,Regular
101600,51,Mashhad,27-09-2025,Regular
101601,32,Tehran,17-11-2024,Regular
101602,,Tehran,25-02-2025,Regular
101603,57,Mashad,15-12-2024,Regular
101604,33,Tehran,11-09-2024,Regular
101605,23,Karaj,08-10-2023,Regular
101606,60,Tehran,14-04-2024,Regular
101607,25,Ahvaz,19-08-2024,Regular
101608,46,Tehran,17-12-2025,VIP
101609,29,Tehran,11-09-2025,Regular
101610,24,Tehran,17-03-2025,Regular
101611,55,Karaj,09-06-2025,New
101612,24,Tehran,02-06-2025,New
101613,50,Isfahan,01-01-2025,Regular
101614,51,Tehran,22-06-2025,New
101615,20,Kerman,22-03-2023,Regular
101616,26,Tehran,24-01-2023,New
101617,56,Isfahan,01-05-2024,New
101618,42,Ahvaz,01-03-2023,Regular
101619,23,Tehran,07-01-2024,Regular
101620,65,Tehran,06-08-2023,New
101621,30,Qom,14-11-2025,Regular
101622,18,Tehran,18-12-2024,New
101623,62,Tehran,15-02-2023,New
101624,18,Isfahan,14-11-2024,VIP
101625,44,Tehran,13-03-2025,VIP
101626,65,Rasht,23-12-2023,Regular
101627,45,Tabriz,24-08-2025,Regular
101628,46,Shiraz,01-12-2025,Regular
101629,36,Tehran,09-12-2025,Regular
101630,24,Karaj,12-04-2023,New
101631,45,Tabriz,06-05-2024,New
101632,61,Tehran,30-04-2025,New
101633,22,Ahvaz,29-04-2024,Regular
101634,60,Shiraz,10-06-2024,Regular
101635,37,Qom,26-12-2023,New
101636,43,Tehran,03-04-2024,New
101637,25,Tehran,30-01-2025,New
101638,47,Karaj,28-01-2023,Regular
101639,26,Qom,25-05-2025,Regular
101640,31,Mashhad,07-03-2025,Regular
101641,52,Tehran,01-06-2023,Regular
101642,20,Qom,24-04-2025,New
101643,39,Tehran,24-07-2024,Regular
101644,46,Mashhad,16-12-2023,Regular
101645,24,Tabriz,13-05-2024,New
101646,32,Tehran,20-07-2024,Regular
101647,34,Tehran,19-08-2023,Regular
101648,49,Tehran,26-10-2024,New
101649,64,Rasht,20-11-2024,Regular
101650,58,Mashhad,07-02-2024,Regular
101651,,Tabriz,19-05-2024,Regular
101652,18,tehran,05-11-2024,Regular
101653,20,Tabriz,05-07-2024,New
101654,46,Shiraz,20-04-2024,Regular
101655,25,Shiraz,13-11-2025,New
101656,29,Mashhad,19-08-2025,New
101657,58,Shiraz,20-02-2024,New
101658,,Kerman,25-02-2025,Regular
101659,58,Qom,06-06-2025,Regular
101660,30,Isfahan,01-05-2023,Regular
101661,47,Mashhad,10-10-2024,Regular
101662,47,Ahvaz,25-05-2025,VIP
101663,26,,04-03-2023,Regular
101664,44,Ahvaz,05-01-2024,Regular
101665,,Tehran,23-05-2025,New
101666,37,Karaj,21-10-2025,New
101667,54,Qom,22-12-2025,Regular
101668,50,Isfahan,22-10-2024,Regular
101669,43,Tehran,16-02-2023,New
101670,52,Ahvaz,31-01-2023,Regular
101671,54,Mashhad,07-06-2025,Regular
101672,45,Mashhad,15-03-2025,Regular
101673,30,Shiraz,01-08-2023,New
101674,54,Isfahan,24-05-2023,New
101675,52,Karaj,09-06-2023,New
101676,65,Tehran,18-08-2025,Regular
101677,25,Isfahan,17-04-2025,Regular
101678,38,Rasht,04-11-2025,New
101679,62,Tehran,05-05-2023,New
101680,42,Isfahan,31-01-2025,Regular
101681,63,Tabriz,08-10-2025,New
101682,18,Ahvaz,06-08-2024,Regular
101683,19,Shiraz,27-04-2025,Regular
101684,56,Qom,21-10-2024,Regular
101685,35,Tehran,08-01-2023,New
101686,,Mashhad,14-04-2024,VIP
101687,,Rasht,14-10-2023,Regular
101688,37,Ahvaz,02-04-2023,Regular
101689,63,Shiraz,14-10-2024,VIP
101690,22,Isfahan,14-10-2025,Regular
101691,55,Isfahan,01-03-2023,New
101692,60,Tehran,27-12-2023,Regular
101693,49,Rasht,03-01-2025,Regular
101694,36,Qom,09-12-2023,Regular
101695,25,Isfahan,08-05-2023,Regular
101696,50,Tehran,29-07-2023,Regular
101697,40,Mashhad,27-01-2023,New
101698,25,Tehran,22-12-2025,New
101699,35,Karaj,22-06-2024,Regular
101700,64,,29-10-2025,Regular
101701,30,Tehran,20-01-2025,New
101702,26,Tabriz,18-01-2024,Regular
101703,50,Kerman,28-10-2025,Regular
101704,27,Tehran,12-10-2023,Regular
101705,62,Isfahan,17-07-2023,New
101706,59,Isfahan,31-05-2025,New
101707,65,Tehran,28-08-2024,Regular
101708,61,Shiraz,07-04-2024,Regular
101709,29,Tabriz,06-10-2024,New
101710,28,Tehran,25-11-2025,Regular
101711,34,Tehran,03-11-2023,Regular
101712,40,Ahvaz,13-09-2025,Regular
101713,60,Mashhad,24-09-2025,Regular
101714,53,Tabriz,11-04-2025,Regular
101715,48,Tabriz,22-06-2023,Regular
101716,60,Ahvaz,09-04-2023,Regular
101717,49,Karaj,12-05-2023,New
101718,36,Ahvaz,07-02-2025,Regular
101719,37,Tabriz,13-03-2024,Regular
101720,42,Isfahan,17-12-2025,Regular
101721,22,Mashhad,07-01-2023,Regular
101722,53,Mashhad,13-02-2024,Regular
101723,49,Isfahan,17-10-2023,New
101724,53,Tehran,23-08-2025,VIP
101725,43,Isfahan,13-05-2023,New
101726,55,Mashhad,22-03-2024,New
101727,63,Tehran,07-08-2025,Regular
101728,45,Tehran,29-11-2025,VIP
101729,39,Karaj,30-09-2025,Regular
101730,23,Shiraz,16-12-2024,Regular
101731,55,Qom,28-06-2023,Regular
101732,61,Shiraz,16-04-2023,Regular
101733,51,Ahvaz,26-03-2024,Regular
101734,59,Qom,08-06-2024,New
101735,59,Tehran,16-07-2024,Regular
101736,56,Kerman,24-02-2023,Regular
101737,42,Tehran,09-01-2025,New
101738,22,Shiraz,08-03-2024,New
101739,18,Qom,30-04-2023,New
101740,27,Mashhad,29-09-2025,VIP
101741,38,Shiraz,26-01-2024,Regular
101742,53,Mashhad,12-09-2023,Regular
101743,39,Tehran,23-06-2024,New
101744,19,Tehran,06-11-2025,Regular
101745,28,Tehran,22-06-2025,Regular
101746,65,Tehran,20-04-2023,VIP
101747,65,Tabriz,21-01-2025,Regular
101748,36,Shiraz,28-12-2024,Regular
101749,56,Isfahan,28-08-2025,Regular
101750,52,Karaj,23-11-2025,Regular
101751,62,Tehran,27-03-2025,VIP
101752,60,Tehran,17-12-2024,Regular
101753,48,Karaj,23-01-2024,Regular
101754,36,Rasht,11-09-2025,New
101755,48,Isfahan,29-10-2025,Regular
101756,33,Tehran,21-12-2025,VIP
101757,34,Qom,11-11-2025,Regular
101758,47,Ahvaz,03-12-2024,Regular
101759,45,Isfahan,13-11-2025,Regular
101760,45,Tehran,06-05-2025,Regular
101761,36,Tehran,21-09-2023,New
101762,37,Shiraz,05-02-2023,VIP
101763,18,Rasht,09-12-2025,New
101764,,Tabriz,12-04-2024,New
101765,45,Mashhad,14-08-2025,Regular
101766,62,Tabriz,12-11-2023,Regular
101767,42,Ahvaz,30-01-2024,Regular
101768,40,Isfahan,21-06-2025,New
101769,21,Qom,29-07-2024,VIP
101770,,Mashhad,11-01-2025,Regular
101771,34,Mashhad,17-12-2023,VIP
101772,36,Shiraz,03-11-2024,New
101773,,Isfahan,17-06-2024,Regular
101774,,Kerman,17-10-2025,New
101775,54,Shiraz,22-06-2024,Regular
101776,24,Mashhad,08-04-2023,New
101777,33,Mashhad,17-03-2025,New
101778,25,Shiraz,10-11-2025,Regular
101779,32,Mashhad,24-08-2025,Regular
101780,50,Karaj,21-04-2023,Regular
101781,20,Mashhad,29-12-2025,Regular
101782,34,Mashhad,15-01-2024,Regular
101783,19,Tabriz,02-07-2025,Regular
101784,63,Tehran,21-11-2024,Regular
101785,52,Tabriz,01-12-2025,Regular
101786,29,Isfahan,09-01-2024,Regular
101787,27,Isfahan,27-10-2024,New
101788,22,Karaj,17-01-2025,Regular
101789,40,Karaj,19-06-2023,Regular
101790,54,Ahvaz,29-04-2025,VIP
101791,46,Mashhad,07-06-2023,Regular
101792,60,Mashhad,26-06-2025,Regular
101793,34,Karaj,19-05-2023,Regular
101794,31,Shiraz,16-07-2023,VIP
101795,40,Tabriz,25-06-2024,Regular
101796,27,Shiraz,19-07-2023,New
101797,64,Karaj,25-03-2023,Regular
101798,26,Tehran,27-02-2023,Regular
101799,40,Shiraz,10-11-2023,New
101800,43,Tehran,21-06-2024,New
101801,20,Mashhad,18-02-2023,Regular
101802,40,Tabriz,31-05-2023,Regular
101803,39,Isfahan,31-10-2024,Regular
101804,30,Mashhad,15-12-2023,New
101805,24,Ahvaz,09-04-2025,New
101806,20,Karaj,09-07-2025,Regular
101807,18,Shiraz,03-02-2023,New
101808,41,Kerman,04-11-2025,Regular
101809,22,Isfahan,18-01-2025,Regular
101810,64,Qom,19-06-2025,New
101811,29,Tehran,07-06-2024,Regular
101812,49,Mashhad,01-01-2023,New
101813,50,Mashhad,27-08-2025,Regular
101814,41,Tehran,13-09-2024,Regular
101815,60,Isfahan,10-02-2023,Regular
101816,23,Tehran,02-07-2023,Regular
101817,29,Tabriz,14-08-2023,New
101818,30,Tehran,16-02-2024,Regular
101819,24,Tehran,29-04-2024,New
101820,32,Kerman,13-04-2024,VIP
101821,33,Tabriz,08-08-2025,New
101822,54,Rasht,29-10-2025,Regular
101823,32,Isfahan,13-01-2025,New
101824,60,Tehran,24-11-2024,Regular
101825,55,Shiraz,04-08-2025,New
101826,61,Shiraz,21-10-2023,New
101827,23,Tehran,03-09-2024,New
101828,65,Ahvaz,04-12-2024,New
101829,47,Tabriz,09-11-2023,Regular
101830,65,Karaj,08-11-2025,Regular
101831,35,Isfahan,15-09-2023,New
101832,63,Tabriz,06-03-2023,VIP
101833,46,Tehran,21-12-2023,Regular
101834,21,Kerman,12-06-2025,New
101835,37,Mashhad,15-02-2024,Regular
101836,24,Tehran,26-08-2023,Regular
101837,63,Tehran,13-08-2025,Regular
101838,32,Tabriz,17-06-2023,Regular
101839,28,Kerman,23-06-2023,Regular
101840,44,Rasht,11-09-2025,VIP
101841,38,Karaj,18-12-2023,Regular
101842,22,Kerman,03-01-2023,VIP
101843,57,Karaj,19-04-2024,Regular
101844,58,Mashhad,22-03-2025,Regular
101845,53,Tabriz,08-04-2025,Regular
101846,47,Tehran,06-04-2023,Regular
101847,37,Tehran,05-11-2023,New
101848,44,Isfahan,07-11-2024,New
101849,43,Tehran,23-12-2024,New
101850,25,Kerman,10-11-2024,New
101851,21,Kerman,06-01-2024,VIP
101852,30,Mashhad,02-08-2025,Regular
101853,39,Karaj,27-03-2023,New
101854,25,Mashhad,19-06-2025,Regular
101855,23,Tehran,26-10-2025,New
101856,58,Mashhad,20-01-2025,Regular
101857,35,Tehran,15-04-2024,VIP
101858,,Mashhad,21-02-2024,New
101859,43,Tehran,22-04-2024,Regular
101860,53,Tehran,02-07-2023,VIP
101861,53,Tehran,01-09-2023,Regular
101862,32,Rasht,27-11-2024,Regular
101863,58,Tehran,25-08-2024,Regular
101864,35,Mashhad,28-06-2024,New
101865,58,tehran,03-06-2024,Regular
101866,37,Mashhad,27-03-2023,New
101867,23,Shiraz,08-08-2025,Regular
101868,54,Tehran,12-11-2025,Regular
101869,19,Tabriz,26-09-2023,New
101870,55,Shiraz,11-12-2023,Regular
101871,20,Karaj,21-11-2024,Regular
101872,27,Shiraz,03-01-2023,VIP
101873,46,Isfahan,22-04-2023,Regular
101874,63,,14-09-2025,Regular
101875,37,Tehran,08-07-2023,New
101876,23,Isfahan,23-09-2024,VIP
101877,29,Tehran,24-08-2025,Regular
101878,61,Mashhad,13-03-2025,New
101879,52,Tabriz,25-10-2023,Regular
101880,22,Tehran,17-06-2023,Regular
101881,36,tehran,25-02-2025,Regular
101882,30,Tabriz,19-03-2024,New
101883,26,Mashhad,25-11-2025,Regular
101884,58,Qom,07-12-2024,Regular
101885,47,Rasht,13-01-2023,New
101886,26,Kerman,02-10-2023,New
101887,49,Isfahan,26-03-2025,Regular
101888,37,Tehran,07-02-2025,Regular
101889,20,Tabriz,23-03-2025,Regular
101890,39,Tabriz,13-09-2023,Regular
101891,26,Tabriz,30-09-2023,New
101892,29,Mashhad,17-08-2023,Regular
101893,60,Tehran,31-01-2025,Regular
101894,52,Tehran,13-01-2023,New
101895,24,Tehran,10-06-2025,VIP
101896,58,Tehran,05-11-2023,Regular
101897,45,Rasht,18-06-2024,New
101898,59,Tehran,28-09-2023,VIP
101899,53,Tabriz,10-04-2024,VIP
101900,34,Rasht,16-04-2025,Regular
101901,43,Mashhad,06-08-2023,New
101902,43,Shiraz,15-09-2024,New
101903,52,Karaj,04-03-2023,Regular
101904,29,Mashhad,14-07-2023,VIP
101905,33,Isfahan,19-01-2025,New
101906,29,Qom,14-09-2024,Regular
101907,32,Karaj,31-10-2024,New
101908,25,Qom,04-09-2023,Regular
101909,19,Kerman,14-08-2023,Regular
101910,63,Mashhad,10-04-2024,New
101911,21,Karaj,22-05-2023,Regular
101912,60,Tabriz,30-08-2025,Regular
101913,18,Tabriz,21-10-2023,Regular
101914,55,Karaj,26-02-2025,Regular
101915,33,Karaj,21-06-2023,New
101916,42,Ahvaz,13-12-2024,New
101917,31,Mashhad,12-08-2023,Regular
101918,41,Tabriz,05-11-2023,Regular
101919,39,Mashhad,27-03-2024,New
101920,43,Shiraz,17-05-2023,VIP
101921,36,Karaj,17-05-2023,New
101922,43,Qom,04-04-2025,New
101923,57,Isfahan,14-01-2024,Regular
101924,38,Isfahan,13-09-2024,VIP
101925,35,Mashhad,08-12-2024,Regular
101926,24,Tehran,12-11-2024,New
101927,35,Tehran,18-11-2024,Regular
101928,24,Rasht,03-12-2025,New
101929,26,Mashhad,21-11-2024,Regular
101930,63,Kerman,17-01-2024,Regular
101931,22,Tehran,08-11-2023,Regular
101932,41,Karaj,26-05-2025,Regular
101933,58,Shiraz,06-04-2024,Regular
101934,63,Karaj,04-09-2024,New
101935,25,Tabriz,11-06-2025,New
101936,25,Karaj,15-09-2023,Regular
101937,35,Rasht,01-09-2023,New
101938,44,Shiraz,27-02-2023,New
101939,,Tehran,21-03-2023,New
101940,27,Tehran,05-11-2024,Regular
101941,25,Karaj,05-07-2024,Regular
101942,30,Isfahan,22-11-2023,Regular
101943,59,Shiraz,20-08-2023,Regular
101944,19,Shiraz,31-01-2025,Regular
101945,36,Mashhad,04-04-2023,New
101946,,Karaj,06-02-2025,Regular
101947,25,Karaj,17-09-2025,VIP
101948,62,Karaj,13-05-2024,Regular
101949,18,Karaj,25-06-2024,Regular
101950,33,Rasht,10-08-2024,Regular
101951,61,Shiraz,15-04-2023,New
101952,47,,17-11-2024,New
101953,21,Tehran,04-02-2024,VIP
101954,40,Tabriz,28-05-2024,New
101955,64,Karaj,26-01-2023,New
101956,37,Isfahan,18-08-2025,Regular
101957,43,Mashhad,01-01-2024,Regular
101958,43,Shiraz,25-03-2023,Regular
101959,49,Mashhad,06-05-2025,New
101960,26,Rasht,08-12-2025,Regular
101961,58,Mashhad,23-07-2024,New
101962,65,Tehran,06-02-2023,VIP
101963,24,Shiraz,21-12-2025,New
101964,57,Mashhad,16-08-2023,New
101965,57,Tehran,21-09-2023,Regular
101966,53,Shiraz,14-02-2025,New
101967,35,Shiraz,30-12-2023,Regular
101968,40,Tehran,04-04-2023,New
101969,58,Shiraz,17-01-2025,Regular
101970,25,Shiraz,15-10-2023,New
101971,57,Karaj,01-08-2025,Regular
101972,62,Mashhad,18-06-2023,New
101973,50,Tehran,19-09-2025,New
101974,34,Kerman,03-03-2025,New
101975,44,Shiraz,20-09-2023,Regular
101976,20,Tehran,25-09-2024,Regular
101977,62,Qom,24-10-2025,New
101978,34,Mashad,12-03-2023,New
101979,20,Qom,16-06-2025,New
101980,56,Karaj,18-05-2024,New
101981,49,Kerman,05-11-2025,Regular
101982,47,Kerman,17-08-2023,Regular
101983,20,Tehran,26-02-2025,VIP
101984,54,Karaj,25-11-2025,Regular
101985,48,Mashhad,12-01-2024,New
101986,56,Tabriz,29-04-2023,New
101987,57,Shiraz,05-03-2024,New
101988,28,Tehran,16-10-2024,New
101989,28,Tehran,20-11-2024,Regular
101990,62,Tehran,11-06-2024,New
101991,43,,18-10-2025,New
101992,39,Tehran,25-09-2024,New
101993,31,Rasht,02-12-2024,Regular
101994,48,,13-11-2025,New
101995,54,Qom,25-10-2025,VIP
101996,18,Ahvaz,09-01-2024,Regular
101997,44,Karaj,10-11-2023,New
101998,65,Mashhad,30-03-2025,Regular
101999,31,Ahvaz,29-07-2024,Regular
102000,31,Karaj,04-05-2024,Regular
102001,60,Karaj,03-02-2025,Regular
102002,20,Rasht,24-12-2024,New
102003,37,Shiraz,27-09-2025,New
102004,39,Shiraz,05-02-2024,New
102005,56,Rasht,05-04-2025,Regular
102006,24,Isfahan,06-09-2023,Regular
102007,38,Qom,23-10-2025,Regular
102008,25,Tehran,02-04-2023,VIP
102009,,Tehran,01-04-2025,Regular
102010,48,Shiraz,22-04-2023,Regular
102011,41,Tehran,21-08-2025,Regular
102012,36,Kerman,16-11-2025,Regular
102013,25,Tehran,14-06-2025,Regular
102014,62,Karaj,13-05-2025,New
102015,49,Tehran,07-06-2024,New
102016,33,Kerman,26-09-2023,Regular
102017,37,Mashhad,15-12-2025,New
102018,52,Tehran,02-08-2024,New
102019,52,Tehran,13-06-2025,Regular
102020,40,Shiraz,21-02-2025,Regular
102021,32,Kerman,06-02-2025,New
102022,49,Kerman,22-01-2024,New
102023,49,Mashhad,12-04-2024,VIP
102024,46,Isfahan,26-04-2024,VIP
102025,21,Tehran,21-10-2024,Regular
102026,40,Shiraz,25-02-2025,New
102027,47,Shiraz,06-08-2023,Regular
102028,63,Tehran,07-09-2023,New
102029,43,Tabriz,22-02-2023,Regular
102030,34,Rasht,30-07-2024,Regular
102031,44,Tehran,02-01-2025,Regular
102032,26,Tehran,19-08-2023,Regular
102033,22,Tehran,18-02-2025,Regular
102034,50,Tehran,04-01-2023,Regular
102035,65,Tehran,06-08-2025,Regular
102036,58,Tabriz,25-01-2025,Regular
102037,46,Tehran,18-01-2025,Regular
102038,19,Karaj,13-02-2025,Regular
102039,65,Ahvaz,28-01-2024,Regular
102040,39,Rasht,26-12-2025,VIP
102041,31,Tabriz,28-03-2025,Regular
102042,60,Tehran,18-07-2023,New
102043,53,Tehran,07-10-2025,New
102044,53,Tehran,20-03-2025,New
102045,31,Kerman,07-12-2023,Regular
102046,65,Kerman,04-11-2025,New
102047,39,Mashhad,29-09-2023,New
102048,43,Mashhad,06-12-2024,New
102049,54,Shiraz,03-01-2025,Regular
102050,49,Mashhad,20-11-2025,VIP
102051,26,Kerman,16-09-2024,Regular
102052,32,Tehran,24-12-2025,New
102053,35,Mashhad,08-11-2023,Regular
102054,63,Isfahan,27-05-2025,New
102055,52,Tehran,26-09-2023,VIP
102056,35,Mashhad,30-12-2025,New
102057,53,Ahvaz,16-04-2025,VIP
102058,53,,16-11-2024,Regular
102059,36,Shiraz,14-03-2023,Regular
102060,37,Mashhad,28-06-2024,Regular
102061,60,Tehran,07-06-2023,New
102062,44,Tehran,01-10-2025,New
102063,25,Tehran,20-02-2024,Regular
102064,52,Tehran,28-06-2025,New
102065,46,Mashhad,19-09-2025,Regular
102066,42,Qom,01-05-2023,Regular
102067,52,Karaj,11-04-2025,Regular
102068,61,Rasht,28-11-2023,Regular
102069,33,Isfahan,30-04-2023,New
102070,38,Karaj,13-10-2023,New
102071,27,Tabriz,25-08-2024,Regular
102072,49,Tehran,25-07-2025,New
102073,37,Mashhad,27-01-2025,Regular
102074,34,Shiraz,13-09-2023,Regular
102075,51,Qom,21-11-2023,Regular
102076,37,Isfahan,29-11-2023,Regular
102077,40,Tehran,16-03-2025,Regular
102078,39,Kerman,22-07-2024,Regular
102079,30,Tehran,27-01-2023,VIP
102080,24,Kerman,25-03-2023,Regular
102081,57,Qom,24-03-2023,Regular
102082,22,Ahvaz,18-11-2025,New
102083,33,Qom,06-07-2024,Regular
102084,50,Tehran,21-06-2024,New
102085,24,Tabriz,13-04-2025,Regular
102086,49,Karaj,28-07-2023,Regular
102087,53,Karaj,04-02-2023,New
102088,49,Tehran,24-10-2023,New
102089,32,Tehran,17-08-2023,New
102090,18,Mashhad,23-05-2025,Regular
102091,60,Isfahan,15-06-2025,Regular
102092,33,tehran,25-11-2024,VIP
102093,56,Ahvaz,23-09-2025,Regular
102094,27,Karaj,23-05-2024,Regular
102095,25,Tabriz,21-09-2023,Regular
102096,55,Tehran,30-12-2023,Regular
102097,63,Isfahan,05-06-2023,New
102098,59,Mashhad,13-09-2025,VIP
102099,,Tehran,23-10-2024,VIP
102100,29,Tehran,25-04-2025,New
102101,,Mashhad,05-11-2023,Regular
102102,50,Tehran,25-02-2025,New
102103,26,Shiraz,28-12-2023,VIP
102104,24,Tehran,03-05-2024,Regular
102105,59,Tehran,14-12-2024,New
102106,31,Tehran,10-12-2025,Regular
102107,54,Tabriz,03-09-2024,Regular
102108,24,Shiraz,16-02-2025,New
102109,31,Mashhad,13-10-2024,Regular
102110,31,Tehran,08-04-2024,Regular
102111,31,Kerman,18-10-2025,Regular
102112,50,Shiraz,17-11-2025,Regular
102113,61,Tabriz,06-12-2023,New
102114,61,Shiraz,07-09-2025,New
102115,53,Qom,09-05-2024,Regular
102116,27,Rasht,21-03-2025,New
102117,64,Mashhad,20-07-2024,Regular
102118,44,Karaj,19-04-2025,VIP
102119,44,Tehran,12-08-2025,Regular
102120,51,Tabriz,08-04-2024,Regular
102121,54,Mashhad,06-02-2025,Regular
102122,63,Tehran,09-07-2024,Regular
102123,45,Kerman,24-05-2025,Regular
102124,47,Ahvaz,29-07-2023,New
